match_id,season,date,venue,team1,team2,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_runs,win_by_wickets
180,2010,2010-04-10,PCA Stadium Mohali,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,172,179,Royal Challengers Bangalore,0,6
181,2011,2011-04-26,Wankhede Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,136,150,Rajasthan Royals,0,2
182,2011,2011-04-23,PCA Stadium Mohali,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,171,153,Mumbai Indians,18,0
183,2011,2011-04-13,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,169,149,Chennai Super Kings,20,0
184,2011,2011-04-07,MA Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,186,146,Rajasthan Royals,40,0
185,2011,2011-04-25,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,182,144,Rajasthan Royals,38,0
186,2011,2011-04-10,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,154,158,Delhi Capitals,0,2
187,2011,2011-04-02,Arun Jaitley Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,207,165,Mumbai Indians,42,0
188,2011,2011-04-20,PCA Stadium Mohali,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,144,151,Kolkata Knight Riders,0,4
189,2011,2011-04-21,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,158,167,Sunrisers Hyderabad,0,2
190,2011,2011-04-15,Rajiv Gandhi Intl Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,163,156,Mumbai Indians,7,0
191,2011,2011-04-23,Eden Gardens,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,130,159,Sunrisers Hyderabad,0,3
192,2011,2011-04-03,PCA Stadium Mohali,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,175,171,Chennai Super Kings,4,0
193,2011,2011-04-16,MA Chidambaram Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,143,166,Punjab Kings,0,9
194,2011,2011-04-23,MA Chidambaram Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,178,178,Royal Challengers Bangalore,0,3
195,2011,2011-04-06,M. Chinnaswamy Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,156,151,Punjab Kings,5,0
196,2011,2011-04-29,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,182,153,Mumbai Indians,29,0
197,2011,2011-04-17,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,179,148,Mumbai Indians,31,0
198,2011,2011-04-23,Rajiv Gandhi Intl Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,115,172,Punjab Kings,0,4
199,2011,2011-04-17,M. Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,148,177,Kolkata Knight Riders,0,1
200,2011,2011-04-25,Rajiv Gandhi Intl Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,198,185,Punjab Kings,13,0
201,2011,2011-04-13,Wankhede Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,167,126,Rajasthan Royals,41,0
202,2011,2011-04-10,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,174,148,Mumbai Indians,26,0
203,2011,2011-04-20,Sawai Mansingh Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,160,140,Royal Challengers Bangalore,20,0
204,2011,2011-04-10,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,180,145,Rajasthan Royals,35,0
205,2011,2011-04-11,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,167,149,Kolkata Knight Riders,18,0
206,2011,2011-04-15,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,171,188,Sunrisers Hyderabad,0,8
207,2011,2011-04-05,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,173,145,Royal Challengers Bangalore,28,0
208,2011,2011-04-23,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,150,155,Chennai Super Kings,0,6
209,2011,2011-04-02,Wankhede Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,150,159,Rajasthan Royals,0,6
210,2011,2011-04-22,Wankhede Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,162,178,Royal Challengers Bangalore,0,7
211,2011,2011-04-20,PCA Stadium Mohali,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,153,143,Delhi Capitals,10,0
212,2011,2011-04-29,PCA Stadium Mohali,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,156,145,Mumbai Indians,11,0
213,2011,2011-04-03,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,166,173,Delhi Capitals,0,4
214,2011,2011-04-24,Eden Gardens,Punjab Kings,Delhi Capitals,Punjab Kings,field,167,132,Punjab Kings,35,0
215,2011,2011-04-06,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,166,173,Chennai Super Kings,0,4
216,2011,2011-04-05,Eden Gardens,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,157,159,Rajasthan Royals,0,8
217,2011,2011-04-23,Rajiv Gandhi Intl Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,171,148,Mumbai Indians,23,0
218,2011,2011-04-03,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,172,144,Royal Challengers Bangalore,28,0
219,2011,2011-04-06,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,142,139,Sunrisers Hyderabad,3,0
220,2011,2011-04-22,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,145,142,Punjab Kings,3,0
221,2011,2011-04-09,PCA Stadium Mohali,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,154,150,Punjab Kings,4,0
222,2011,2011-04-01,PCA Stadium Mohali,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,163,180,Kolkata Knight Riders,0,3
223,2011,2011-04-26,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,160,147,Rajasthan Royals,13,0
224,2011,2011-04-03,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,161,163,Kolkata Knight Riders,0,9
225,2011,2011-04-14,Eden Gardens,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,136,132,Rajasthan Royals,4,0
226,2011,2011-04-19,Rajiv Gandhi Intl Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,161,165,Mumbai Indians,0,9
227,2011,2011-04-25,M. Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,148,177,Delhi Capitals,0,7
228,2011,2011-04-21,Wankhede Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,179,148,Rajasthan Royals,31,0
229,2011,2011-04-24,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,143,135,Delhi Capitals,8,0
230,2011,2011-04-16,Eden Gardens,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,166,178,Royal Challengers Bangalore,0,5
231,2011,2011-04-12,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,155,162,Sunrisers Hyderabad,0,6
232,2011,2011-04-04,PCA Stadium Mohali,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,194,171,Delhi Capitals,23,0
233,2011,2011-04-09,Arun Jaitley Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,167,167,Royal Challengers Bangalore,0,7
234,2011,2011-04-01,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,157,145,Kolkata Knight Riders,12,0
235,2011,2011-04-14,PCA Stadium Mohali,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,182,200,Sunrisers Hyderabad,0,1
236,2011,2011-04-22,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,156,133,Rajasthan Royals,23,0
237,2011,2011-04-13,PCA Stadium Mohali,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,184,158,Chennai Super Kings,26,0
238,2011,2011-04-08,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,132,129,Chennai Super Kings,3,0
239,2011,2011-04-14,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,177,165,Chennai Super Kings,12,0
240,2011,2011-04-15,MA Chidambaram Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,126,145,Kolkata Knight Riders,0,3
241,2012,2012-04-02,Sawai Mansingh Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,187,178,Royal Challengers Bangalore,9,0
242,2012,2012-04-27,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,171,169,Rajasthan Royals,2,0
243,2012,2012-04-13,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,120,186,Sunrisers Hyderabad,0,7
244,2012,2012-04-22,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,182,165,Kolkata Knight Riders,17,0
245,2012,2012-04-03,Arun Jaitley Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,190,153,Rajasthan Royals,37,0
246,2012,2012-04-28,Eden Gardens,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,160,156,Delhi Capitals,4,0
247,2012,2012-04-28,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,162,165,Sunrisers Hyderabad,0,2
248,2012,2012-04-01,PCA Stadium Mohali,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,169,178,Chennai Super Kings,0,6
249,2012,2012-04-11,PCA Stadium Mohali,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,163,165,Punjab Kings,0,6
250,2012,2012-04-05,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,165,157,Delhi Capitals,8,0
251,2012,2012-04-20,MA Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,168,143,Mumbai Indians,25,0
252,2012,2012-04-19,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,176,167,Chennai Super Kings,9,0
253,2012,2012-04-04,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,176,148,Kolkata Knight Riders,28,0
254,2012,2012-04-18,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,177,173,Chennai Super Kings,4,0
255,2012,2012-04-19,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,212,130,Delhi Capitals,82,0
256,2012,2012-04-17,Sawai Mansingh Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,170,187,Mumbai Indians,0,5
257,2012,2012-04-06,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,168,151,Royal Challengers Bangalore,17,0
258,2012,2012-04-19,Rajiv Gandhi Intl Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,178,161,Delhi Capitals,17,0
259,2012,2012-04-03,M. Chinnaswamy Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,188,164,Rajasthan Royals,24,0
260,2012,2012-04-14,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,175,105,Chennai Super Kings,70,0
261,2012,2012-04-02,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,147,133,Kolkata Knight Riders,14,0
262,2012,2012-04-03,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,155,173,Delhi Capitals,0,7
263,2012,2012-04-01,Arun Jaitley Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,173,166,Chennai Super Kings,7,0
264,2012,2012-04-03,PCA Stadium Mohali,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,161,148,Delhi Capitals,13,0
265,2012,2012-04-23,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,156,154,Royal Challengers Bangalore,2,0
266,2012,2012-04-08,Arun Jaitley Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,151,141,Mumbai Indians,10,0
267,2012,2012-04-21,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,166,158,Kolkata Knight Riders,8,0
268,2012,2012-04-08,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,204,134,Sunrisers Hyderabad,70,0
269,2012,2012-04-04,Rajiv Gandhi Intl Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,174,126,Mumbai Indians,48,0
270,2012,2012-04-15,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,147,174,Sunrisers Hyderabad,0,1
271,2012,2012-04-01,PCA Stadium Mohali,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,149,178,Royal Challengers Bangalore,0,9
272,2012,2012-04-19,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,175,154,Delhi Capitals,21,0
273,2012,2012-04-01,Eden Gardens,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,182,180,Royal Challengers Bangalore,2,0
274,2012,2012-04-05,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,176,179,Delhi Capitals,0,1
275,2012,2012-04-13,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,155,155,Chennai Super Kings,0,9
276,2012,2012-04-13,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,180,181,Sunrisers Hyderabad,0,4
277,2012,2012-04-22,MA Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,143,187,Sunrisers Hyderabad,0,8
278,2012,2012-04-10,Arun Jaitley Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,169,184,Rajasthan Royals,0,5
279,2012,2012-04-20,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,149,179,Kolkata Knight Riders,0,6
280,2012,2012-04-08,MA Chidambaram Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,134,152,Sunrisers Hyderabad,0,1
281,2012,2012-04-21,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,158,147,Delhi Capitals,11,0
282,2012,2012-04-15,PCA Stadium Mohali,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,167,158,Delhi Capitals,9,0
283,2012,2012-04-09,PCA Stadium Mohali,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,157,154,Kolkata Knight Riders,3,0
284,2012,2012-04-28,Sawai Mansingh Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,174,158,Punjab Kings,16,0
285,2012,2012-04-13,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,144,141,Punjab Kings,3,0
286,2012,2012-04-14,Sawai Mansingh Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,170,189,Sunrisers Hyderabad,0,9
287,2012,2012-04-29,PCA Stadium Mohali,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,183,143,Delhi Capitals,40,0
288,2012,2012-04-06,Rajiv Gandhi Intl Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,125,185,Royal Challengers Bangalore,0,3
289,2012,2012-04-09,PCA Stadium Mohali,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,157,168,Sunrisers Hyderabad,0,6
290,2012,2012-04-23,Rajiv Gandhi Intl Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,179,156,Mumbai Indians,23,0
291,2012,2012-04-11,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,189,140,Mumbai Indians,49,0
292,2012,2012-04-20,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,191,154,Mumbai Indians,37,0
293,2012,2012-04-02,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,142,168,Royal Challengers Bangalore,0,8
294,2012,2012-04-24,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,158,146,Chennai Super Kings,12,0
295,2012,2012-04-26,Sawai Mansingh Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,163,145,Sunrisers Hyderabad,18,0
296,2012,2012-04-17,Arun Jaitley Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,150,171,Punjab Kings,0,1
297,2012,2012-04-19,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,194,159,Royal Challengers Bangalore,35,0
298,2012,2012-04-09,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,139,161,Royal Challengers Bangalore,0,8
299,2012,2012-04-27,M. Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,118,161,Rajasthan Royals,0,8
300,2012,2012-04-24,PCA Stadium Mohali,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,112,180,Sunrisers Hyderabad,0,5
301,2013,2013-04-05,Rajiv Gandhi Intl Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,177,111,Punjab Kings,66,0
302,2013,2013-04-05,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,186,172,Kolkata Knight Riders,14,0
303,2013,2013-04-27,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,156,137,Royal Challengers Bangalore,19,0
304,2013,2013-04-27,Wankhede Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,197,164,Royal Challengers Bangalore,33,0
305,2013,2013-04-27,MA Chidambaram Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,136,172,Punjab Kings,0,9
306,2013,2013-04-27,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,143,154,Kolkata Knight Riders,0,7
307,2013,2013-04-20,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,158,149,Kolkata Knight Riders,9,0
308,2013,2013-04-04,PCA Stadium Mohali,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,131,166,Chennai Super Kings,0,4
309,2013,2013-04-25,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,165,210,Punjab Kings,0,6
310,2013,2013-04-04,PCA Stadium Mohali,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,168,162,Chennai Super Kings,6,0
311,2013,2013-04-19,Sawai Mansingh Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,186,162,Delhi Capitals,24,0
312,2013,2013-04-01,Rajiv Gandhi Intl Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,187,130,Punjab Kings,57,0
313,2013,2013-04-15,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,144,180,Rajasthan Royals,0,2
314,2013,2013-04-24,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,192,149,Royal Challengers Bangalore,43,0
315,2013,2013-04-05,MA Chidambaram Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,160,141,Royal Challengers Bangalore,19,0
316,2013,2013-04-16,M. Chinnaswamy Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,163,131,Rajasthan Royals,32,0
317,2013,2013-04-20,Eden Gardens,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,162,144,Delhi Capitals,18,0
318,2013,2013-04-09,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,183,121,Mumbai Indians,62,0
319,2013,2013-04-21,MA Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,162,139,Rajasthan Royals,23,0
320,2013,2013-04-17,PCA Stadium Mohali,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,155,155,Delhi Capitals,0,1
321,2013,2013-04-06,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,190,170,Chennai Super Kings,20,0
322,2013,2013-04-27,MA Chidambaram Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,169,163,Rajasthan Royals,6,0
323,2013,2013-04-21,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,155,162,Delhi Capitals,0,1
324,2013,2013-04-26,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,147,124,Royal Challengers Bangalore,23,0
325,2013,2013-04-01,Eden Gardens,Rajasthan Royals,Punjab Kings,Punjab Kings,field,139,161,Punjab Kings,0,6
326,2013,2013-04-22,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,134,163,Mumbai Indians,0,1
327,2013,2013-04-28,MA Chidambaram Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,164,180,Kolkata Knight Riders,0,2
328,2013,2013-04-07,PCA Stadium Mohali,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,172,134,Mumbai Indians,38,0
329,2013,2013-04-21,Sawai Mansingh Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,142,172,Mumbai Indians,0,6
330,2013,2013-04-01,Sawai Mansingh Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,152,163,Kolkata Knight Riders,0,5
331,2013,2013-04-05,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,156,168,Mumbai Indians,0,7
332,2013,2013-04-22,PCA Stadium Mohali,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,156,176,Delhi Capitals,0,9
333,2013,2013-04-13,Wankhede Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,173,141,Sunrisers Hyderabad,32,0
334,2013,2013-04-01,Arun Jaitley Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,152,175,Chennai Super Kings,0,6
335,2013,2013-04-09,Rajiv Gandhi Intl Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,161,152,Delhi Capitals,9,0
336,2013,2013-04-19,M. Chinnaswamy Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,127,183,Rajasthan Royals,0,1
337,2013,2013-04-21,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,174,197,Punjab Kings,0,1
338,2013,2013-04-21,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,165,131,Sunrisers Hyderabad,34,0
339,2013,2013-04-28,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,191,175,Chennai Super Kings,16,0
340,2013,2013-04-07,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,127,154,Royal Challengers Bangalore,0,9
341,2013,2013-04-18,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,196,138,Kolkata Knight Riders,58,0
342,2013,2013-04-13,M. Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,154,161,Rajasthan Royals,0,2
343,2013,2013-04-04,Eden Gardens,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,177,184,Mumbai Indians,0,7
344,2013,2013-04-09,PCA Stadium Mohali,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,170,163,Sunrisers Hyderabad,7,0
345,2013,2013-04-13,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,190,165,Sunrisers Hyderabad,25,0
346,2013,2013-04-28,Eden Gardens,Punjab Kings,Delhi Capitals,Delhi Capitals,field,193,138,Punjab Kings,55,0
347,2013,2013-04-10,Eden Gardens,Punjab Kings,Rajasthan Royals,Punjab Kings,field,168,174,Rajasthan Royals,0,6
348,2013,2013-04-12,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Punjab Kings,bat,151,145,Mumbai Indians,6,0
349,2013,2013-04-06,M. Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,184,168,Delhi Capitals,16,0
350,2013,2013-04-07,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,133,152,Delhi Capitals,0,4
351,2013,2013-04-01,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,147,183,Mumbai Indians,0,8
352,2013,2013-04-14,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,142,178,Kolkata Knight Riders,0,8
353,2013,2013-04-16,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Mumbai Indians,field,209,136,Mumbai Indians,73,0
354,2013,2013-04-15,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,146,178,Sunrisers Hyderabad,0,7
355,2013,2013-04-19,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,168,147,Sunrisers Hyderabad,21,0
356,2013,2013-04-28,PCA Stadium Mohali,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,138,132,Kolkata Knight Riders,6,0
357,2013,2013-04-14,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,177,156,Kolkata Knight Riders,21,0
358,2013,2013-04-09,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,165,135,Mumbai Indians,30,0
